model,model__method,a,b,n_categories,n_observations,mean_a_,std_a_,mean_b_,std_b_,mean_mu_,std_mu_,mean_mu2p_,std_mu2p_,mean_nu_,std_nu_,mean_error_a,std_error_a,mean_error_b,std_error_b,mean_error_mu,std_error_mu,mean_error_mu2p,std_error_mu2p,mean_error_nu,std_error_nu,mean_error_a-b,std_error_a-b,mean_error_mu-mu2p,std_error_mu-mu2p,mean_nloglike,std_nloglike,mean_n_iter,std_n_iter,mean_fit_time,std_fit_time
HBBM,spectral,0.001,0.001,1,1,1.160050000013188,0.9871170143514676,3.780049999999996,4.4420265645310995,0.5799878340323715,0.4935434268631206,0.5799760679622294,0.49353766912197194,4.940100000013184,3.454909550179632,1.1598480000131877,0.9861792531878446,3.780151999999997,4.441088803367476,0.49998316741755633,9.596384521509473e-06,0.5000554416014426,0.0004722837264821222,4.938100000013184,3.454909550179632,4.939050151998423,3.454909463516667,0.8660476534411989,0.0002671393240692412,1.683277016077511e-05,9.59653112980155e-06,4.94,3.454909550190859,0.0002532005310058594,7.57820570193581e-05
HBBM,spectral,0.001,0.001,1,10,10.800049995342787,9.967948631203276,18.40004999999998,19.935897271003377,0.5399992250053122,0.49839556279250263,0.5399973783268228,0.498394983940072,29.20009999534277,9.967948639800102,10.799923995342787,9.967001676082903,18.400076000000002,19.93495031588299,0.49999807500818716,6.229921174126271e-07,0.5000372704364592,0.0004949851829662531,29.19809999534277,9.9679486398001,29.199050012716615,9.96794863417715,0.8660457632155482,0.00028542098496226733,1.6365870671712912e-05,4.691188787148467e-06,2.92,0.9967948635501689,0.00020071029663085938,2.8706046826458373e-05
HBBM,spectral,0.001,0.001,1,100,90.00005974887704,99.49875448845106,110.00005000000246,99.49874371065918,0.4500000249999869,0.49749346980657466,0.44999977624395376,0.4974934698065742,200.0001097488795,1.0777791882281862e-05,90.000104748877,99.49780925038579,109.99990499999744,99.49779847259948,0.49999975000012453,3.979805003092567e-16,0.4999498746761267,0.0004962532079905777,199.99810974887947,1.0777791882281863e-05,199.99905975113333,1.0777789096776347e-05,0.8659962716935725,0.00028651203456141617,2.0314973920676493e-05,1.6967546294608037e-13,2.0,0.0,0.00017555475234985353,9.609129786660188e-06
HBBM,spectral,0.001,0.001,1,1000,1080.0067956052822,996.8010894619251,920.0000500001668,996.7948635500146,0.539999998000001,0.49839740685521494,0.5399999730124974,0.4983974068552157,2000.0068456054491,0.006225911910411673,1080.006669605282,996.800142506805,920.0000759998329,996.7939165952025,0.49999997500000215,7.762039141633775e-16,0.5000398931606832,0.0004973777191076481,2000.0048456054487,0.006225911910411672,2000.0057956055075,0.006225911756406454,0.8660483737639254,0.0002871611854764114,2.027743301155738e-05,1.450527435445356e-11,2.0,0.0,0.0002005767822265625,8.750129459033558e-06
HBBM,spectral,0.001,0.001,10,1,5.368749996897438e-05,1.9440966821969462e-05,5.6083333277638165e-05,1.911281225104763e-05,0.4890000001197666,0.1377642896915649,0.48897500286368306,0.13776428969329607,0.00010977083324661256,1.4486012259122308e-05,0.0009463125000310257,1.944096682196946e-05,0.0009439166667223619,1.9112812251047634e-05,0.10699999871385867,0.08746999363679404,0.10710427968366101,0.0872838436472428,0.0018902291667533878,1.4486012259122316e-05,0.001336836867743018,9.821469206684892e-06,0.29859063796618096,0.1924783367399995,6.535160171200582,0.5128451070392982,1.72,0.4489988864128729,0.00017854928970336914,1.490948997431748e-05
HBBM,spectral,0.001,0.001,10,10,0.0005282138998369401,0.0036727073299235983,0.0008757781167459507,0.007119946241183167,0.4737000000005307,0.14273510429806321,0.47342077001768407,0.14290861805436433,0.0014039920165828904,0.010480018192814456,0.001480766400393673,0.003393919875755284,0.0018279551076444312,0.006882415686229227,0.11209999999748142,0.09218779745452066,0.1122463974563973,0.09221603799820542,0.003308721508038104,0.009961845653304659,0.0024091441309386117,0.007656138149587109,0.3076278613954435,0.19666340876892735,6.579063425863949,0.8534579840299406,1.77,0.5450688029964658,0.00018763065338134766,1.762508374434182e-05
HBBM,spectral,0.001,0.001,10,100,0.00330373750962899,0.012285982324942851,0.0034828415939300423,0.014172145894129917,0.5097100000000023,0.14902431311700223,0.5083515993897998,0.14915205175056195,0.006786579103559034,0.024686644364217494,0.004143211277109799,0.011793488394673986,0.004322316925217431,0.01372340329594053,0.11768999999998658,0.09193255081850783,0.11740933824061829,0.09241057829162665,0.008465528202327228,0.023678610215457786,0.00627529156006851,0.017996874886025773,0.3178000803326013,0.19676121869211113,7.098678830483908,2.1959689984433206,1.83,0.548725796732758,0.00022074460983276367,1.9471213587148107e-05
HBBM,spectral,0.001,0.001,10,1000,0.0009221355007207027,0.007600867166103772,20.000428994958593,198.9974493503662,0.49088500024997545,0.17689812104581654,0.4906480399971712,0.17669039177678622,20.00135113045932,198.99736193263624,0.0018103872111348846,0.0073825295598975845,20.00130624479467,198.99726067606528,0.13873299974996833,0.11013257116020944,0.13874519912081185,0.10976173801753965,20.00309100334176,198.9969860377289,20.002306511839354,198.99716028140108,0.35427871290306934,0.21120563712775214,7.050740575137925,2.6084163210245195,1.78,0.41424630354415964,0.0004296422004699707,2.7923230893835352e-05
HBBM,spectral,0.001,0.001,100,1,5.057045743519395e-05,4.9221816316718835e-06,5.046268433567644e-05,5.481657978328064e-06,0.5007999999946119,0.05007354539437146,0.5007750025201813,0.05007354538092629,0.00010103314177087039,1.4461932920336582e-06,0.0009494295425648061,4.9221816316718835e-06,0.0009495373156643235,5.481657978328068e-06,0.04059999958603153,0.029319617698186272,0.040675840302019185,0.029231131525269214,0.0018989668582291299,1.4461932920336605e-06,0.0013427921875946685,9.937377711985888e-07,0.18960835717346275,0.08504417170125961,68.81070118613799,0.6844809618424756,1.91,0.2861817604250837,0.0002772188186645508,2.2429160383601058e-05
HBBM,spectral,0.001,0.001,100,10,0.0009023849008225014,0.001685477539487578,0.0009387892209224934,0.0017936293179967881,0.4997999999923106,0.04646826873122448,0.4993495285858508,0.04656410708822727,0.0018411741217449948,0.003451648718192281,0.0013986924196173253,0.0009455277674450203,0.0014351070529773707,0.0010776458770614327,0.03681999999178754,0.028348326220169265,0.03681980903033607,0.02850509910310982,0.002833799472594696,0.0019770394741946643,0.002015816179342441,0.0014169337545060722,0.17947132960043344,0.08227509271139731,70.70761712602412,3.142003251383674,2.13,0.5225897052181568,0.00031909942626953127,2.2738758729601785e-05
HBBM,spectral,0.001,0.001,100,100,0.0009214750727263375,0.0017241128161221623,0.0009092626702700934,0.0016900203897094828,0.4988889999999402,0.04838785363007367,0.49843876533102965,0.048356610915304986,0.0018307377429964305,0.0033970967545769973,0.0013219877820412962,0.0011095402070468478,0.00131036150005014,0.0010711465445151062,0.03957299999933677,0.02786747873378678,0.03962678188666636,0.027734605004799937,0.002632349282091436,0.0021539854522898264,0.001868701834975002,0.0015333254056205399,0.18771148152009107,0.08205973612024613,73.23459370764182,5.98224591189699,1.94,0.23748684174075835,0.0005234098434448243,2.438352442577608e-05
HBBM,spectral,0.001,0.001,100,1000,0.0012379676402459222,0.0020767575974248794,0.001199613226882259,0.0020028714006347062,0.5027236999999981,0.04930353272645912,0.5021247443611407,0.04925602948574504,0.0024375808671281817,0.004059153850501469,0.0014949182919618297,0.001461085218809668,0.0014549439556935247,0.001390854907464347,0.03925349999999193,0.029956962775783007,0.03920468417707502,0.029933814060741415,0.002948290801577886,0.002824143825418383,0.002096358562939495,0.0020065320280731147,0.18669429401805057,0.0823904220111518,77.68153467209433,9.949653063168451,1.97,0.1705872210923198,0.004082484245300293,0.00014231586387279517
HBBM,spectral,0.001,0.001,1000,1,5.0091653304186626e-05,1.645316346633154e-06,5.0019229259444596e-05,1.6955517970151427e-06,0.5003699999963795,0.01661063197050804,0.5003450024989007,0.016610631969260777,0.0001001108825636312,1.8522637586257751e-07,0.0009499083466958134,1.6453163466331518e-06,0.0009499807707405554,1.6955517970151465e-06,0.012729999872401422,0.010676942338780537,0.012758440141908682,0.010669941103445116,0.001899889117436369,1.8522637586259395e-07,0.0013434265508786155,1.274964996007343e-07,0.10366915728426437,0.04782463762890544,692.5946968141756,0.919471056213565,1.98,0.13999999999999999,0.000341336727142334,2.3242548077716406e-05
HBBM,spectral,0.001,0.001,1000,10,0.0010518583593164704,0.0006910756713931459,0.0010328716232977948,0.0006331179021785687,0.5019319999976932,0.01628849211388474,0.5014131185519798,0.01620938905933911,0.002084729982614265,0.0013197237922307774,0.0005044687208156581,0.00047516963575242987,0.00048652031227786394,0.00040646870410681517,0.012573999982703723,0.010532906710407096,0.012525583094917823,0.010464715323379266,0.0009909890330935221,0.0008756659146170777,0.0007038704408039657,0.0006219003917526812,0.10253234506790758,0.04776765547029206,717.1889869375873,11.971213222333558,2.06,0.23748684174075835,0.0006657695770263672,3.281208476942025e-05
HBBM,spectral,0.001,0.001,1000,100,0.0010380699368396239,0.0006423158198966201,0.0010523709062795505,0.0006625110421685362,0.49794580000007016,0.01677440783889959,0.4974254393331009,0.016819586057086142,0.0020904408431191737,0.001301329389844739,0.0005156106365251254,0.0003849215557520718,0.0005245530438901493,0.00040805354668886363,0.013881999999673272,0.009637975513276593,0.013924718917069668,0.009659638813570598,0.0010388472313303766,0.0007889449644525268,0.0007387068496218736,0.000556771690841002,0.1111612691443179,0.04305219686937741,742.4438403724916,20.81681284359634,2.0,0.0,0.005016732215881348,0.00021250894481676655
HBBM,spectral,0.001,0.001,1000,1000,0.0009555890110102997,0.0005208629297799098,0.0009634478019343256,0.0005271243753400926,0.4989347800000003,0.015331435818980175,0.4984566727044409,0.015363901493583429,0.0019190368129446253,0.0010458783683627265,0.00042462648418969745,0.0003048981411662773,0.00042932255596206696,0.00030802323484327107,0.012053479999997676,0.009534214063548369,0.012081771093091586,0.009548344971247853,0.0008528359813023274,0.0006108087982857964,0.0006067966089011005,0.0004292604957938647,0.10114057043832071,0.045700587768896135,774.8343353350226,28.36946019372444,2.0,0.0,0.046490252017974854,0.0017611888551062437
HBBM,spectral,0.001,0.01,1,1,0.1400500000015916,0.5102940328927243,8.37004999999999,2.2963231479911506,0.07000341669675553,0.2551392206192932,0.06999760017047303,0.255136244132303,8.510100000001582,1.7860291150984269,0.14081700000159159,0.5098092535614818,8.361442999999992,2.291245722363926,0.14817490166005393,0.2087516889285594,0.14740507323656657,0.20920501725863164,8.499100000001585,1.786029115098427,8.50068178003872,1.7837264867473155,0.38378039022386373,0.2562240317157588,6.916557989171679e-06,4.960964607852852e-06,8.51,1.78602911510423,0.0003174591064453125,3.926672902801409e-05
HBBM,spectral,0.001,0.01,1,10,2.520049999223795,9.027159020027481,37.080049999999986,13.480118693839431,0.09400090055386771,0.2876862547007152,0.0916128482634682,0.28612316978212726,39.60009999922377,15.226293049538517,2.5207599992237943,9.026681665915008,37.071840999999985,13.475192461453679,0.16672592328676544,0.2344683495373734,0.1636207063404144,0.23472814533880113,39.58909999922377,15.226293049538517,39.08887013351795,10.76093172355064,0.4048192633334003,0.2872542615962762,0.014113216325985133,0.14030395008712895,3.96,1.5226293048539423,0.00022164583206176757,3.4243969716987045e-05
HBBM,spectral,0.001,0.01,1,100,20.00005216641711,60.00000649925135,180.0000500000004,59.9999999999983,0.10000019999989992,0.2999998500000748,0.09999995124386686,0.29999985000007456,200.00010216641763,6.499253044012221e-06,20.00076216641711,59.99943649925134,179.9920399999994,59.99403000000163,0.17272702272739757,0.24545454545454518,0.17200786196241905,0.24599391602827886,199.9891021664175,6.499253044012221e-06,199.99095219319852,0.0027065728266734363,0.41391247465889136,0.3012754280533678,2.0314973801305315e-05,1.0231815394945443e-13,2.0,0.0,0.00018265008926391602,1.0461555952167974e-05
HBBM,spectral,0.001,0.01,1,1000,200.75129918616335,599.7965177545241,1819.2500500000306,621.1935024610993,0.10025001982499919,0.299926155133288,0.10000584640316905,0.29999804015359866,2020.0013491861946,139.9998215948754,200.75197118616342,599.7959581379796,1819.2420399999692,621.1876744758816,0.1724772479022741,0.24554948674779725,0.17200205655679882,0.24599600760321086,2019.9903491861942,139.99982159487536,2019.2510651121268,134.89777018665163,0.4138391453082949,0.301300796303873,0.03795636678923795,0.28577332833940916,2.02,0.13999999999999999,0.00020582437515258788,1.4225471640301597e-05
HBBM,spectral,0.001,0.01,10,1,3.887896916843257e-05,1.0314163097852096e-05,3.9601306249966433,4.46741104645429,0.08900244900224698,0.10285215212508636,0.08898625217261985,0.10284453913173272,3.9601695039658127,4.467420904165003,0.0009611210308315673,1.0314163097852095e-05,3.961113375003346,4.457675879075082,0.07808846925858752,0.06696559899660029,0.07818457632598767,0.06682229486328797,3.961238496034178,4.456722886108237,3.9611401934498645,4.457652151549533,0.2650738057632261,0.13602446215409209,2.309004412714989,2.222509315437603,5.07,3.484982065950985,0.00025225162506103515,7.243484451345239e-05
HBBM,spectral,0.001,0.01,10,10,0.0028258100984533885,0.019597103816855307,14.10250992802196,19.026461967690228,0.1001004375080635,0.09776963952806113,0.09931129852769174,0.09791589663661619,14.105335738120413,19.025374892290444,0.003689619276326274,0.019333048650432266,14.104502324579974,19.017573590110764,0.07466319887331671,0.06378706765287943,0.07493024610877215,0.06371418374715208,14.107526943856298,19.015595526288998,14.104604883818507,19.01750771081174,0.25761475961251123,0.13493800429941763,2.849977574155334,2.3832738955518322,2.94,1.5926079241294764,0.0002150106430053711,3.7666428963075315e-05
HBBM,spectral,0.001,0.01,10,100,0.0024914002194100903,0.014244755613805738,68.27500654528488,94.5816359058537,0.09912008500755459,0.09079938738044736,0.09824448514813275,0.09059191199282468,68.27749794550431,94.58025646480907,0.003237387366618431,0.013951941088965575,68.27620426658733,94.57355285809301,0.07176536954124998,0.056228826302505884,0.07141946258462757,0.05633793943854732,68.27878542056551,94.57138635012693,68.27633184935392,94.57346183570475,0.251643926639399,0.12808882052264317,3.378030074972461,3.176285726599881,2.08,0.3655133376499412,0.00023353099822998047,1.7745567075876288e-05
HBBM,spectral,0.001,0.01,10,1000,0.0066371540031564666,0.024328613318856503,754.9034426673948,963.4507279873953,0.09133800933825256,0.0927110438416188,0.09014108539957427,0.0925260247547845,754.9100798213975,963.447612997832,0.007317928956377135,0.023876910333273067,754.9032226645074,963.4430649770715,0.07640271793475563,0.05251805702235763,0.0765710722811398,0.0519418266771423,754.9098375934641,963.4391837635748,754.9034016567733,963.4429250517977,0.26642899862922853,0.11908896922800105,3.8757144311132006,4.373831132675591,2.06,0.23748684174075835,0.00044394731521606444,2.2896883597530774e-05
HBBM,spectral,0.001,0.01,100,1,2.7594825617290565e-05,9.332016190943615e-07,0.0003156406339178175,0.00017593247033504054,0.09300001092420461,0.03057776917588777,0.09297501949850868,0.030577765644629426,0.000343235459535108,0.00017519927035165105,0.0009724051743827096,9.332016190943636e-07,0.009684359366082182,0.00017593247033504056,0.024781816894726295,0.01803423038778571,0.02479929857762524,0.018132471638501516,0.01065676454046489,0.000175199270351651,0.009733074806054141,0.00017491734999005464,0.14583904874975395,0.06685538386454462,30.355330189968626,7.2023406686927745,2.1,0.3,0.0002684664726257324,2.2950768710699748e-05
HBBM,spectral,0.001,0.01,100,10,0.0014034736682756773,0.0018807135018901256,0.013380275155842914,0.01853060059670593,0.09479000001647543,0.028408553281455817,0.09358023211785808,0.028110848841836664,0.014783748824118587,0.020263998565476605,0.0015024736931416214,0.0012010191832776984,0.014462840228389782,0.012067960520813657,0.02233727272203303,0.017976473580394264,0.021956239501310603,0.0179134224497166,0.015956907939556172,0.013050803884595997,0.014554117019276759,0.012111439661337913,0.13665363964078303,0.06406348124542337,34.8369887998126,8.92222626418042,2.71,0.8519976525789258,0.0003215408325195313,2.576193053614766e-05
HBBM,spectral,0.001,0.01,100,100,0.0009349347054543321,0.001269181361310028,0.00973623464781324,0.014554119606153316,0.09112400003095397,0.025541687964953947,0.09030265407110452,0.0254668966404037,0.01067116935326757,0.015734001017420892,0.0010900713026265783,0.0006532988409916892,0.011336428879521031,0.009131119861812797,0.02073436363909963,0.014916774936671684,0.020514517908427655,0.01509314710649694,0.012415520695379828,0.009670665099827795,0.011396628945174464,0.009144608968003677,0.13301879281434495,0.05893167804052218,36.646082837225684,9.630868162863152,2.05,0.21794494717703367,0.0005359363555908203,2.010365704103337e-05
HBBM,spectral,0.001,0.01,100,1000,0.0012844498423255865,0.0017247763416524797,0.012871102023828233,0.019895619807157226,0.09788510000057815,0.030387790755156692,0.0967747428492384,0.030342231185918875,0.01415555186615382,0.021460329709239903,0.001359909972160997,0.00109836697380258,0.013710973331045777,0.01469993621270272,0.025726190908954075,0.0176137909360747,0.025708853933515803,0.01747767263235938,0.015050367747920047,0.015620169316036228,0.013792126219519028,0.014727930398686587,0.15136011914782924,0.061408882052146486,46.50277638562284,15.676819502536778,2.0,0.0,0.003247716426849365,0.00015620888402918427
HBBM,spectral,0.001,0.01,1000,1,2.752363572766331e-05,2.8816458890243115e-07,0.00027603391132795246,2.9880080171197773e-05,0.0915900124178859,0.009520602478986838,0.09156502000215225,0.009520601746857354,0.0003035575470556158,2.9595056936011533e-05,0.0009724763642723366,2.8816458890242946e-07,0.009723966088672048,2.988008017119769e-05,0.007448183138141824,0.005969094873155376,0.007623024026825331,0.005911834563808012,0.010696442452944386,2.959505693601153e-05,0.009772473453663938,2.9703070141095406e-05,0.07919563391623059,0.03797605984163901,305.6518370419815,21.970431268839718,2.0,0.0,0.00033763885498046877,2.1896970803581524e-05
HBBM,spectral,0.001,0.01,1000,10,0.0009638337497551668,0.0005064536574661307,0.009493733474877255,0.0048354157438885385,0.09214200016712432,0.008542928967403718,0.0912791194233819,0.008480073076468812,0.01045756722463242,0.005330777844312863,0.0003824193151109036,0.00033400415004562447,0.003770536228311298,0.0030693008587782677,0.007002545470529071,0.005046390543133064,0.00694274944865847,0.005031978712839277,0.004143293381548648,0.0033977265480943323,0.0037938833854242637,0.0030824995333859047,0.0771996846013605,0.0325186076991249,341.8403393234905,26.04846526118781,2.88,0.35440090293338705,0.0006726765632629394,2.852708128515332e-05
HBBM,spectral,0.001,0.01,1000,100,0.0009922373979246815,0.00045089521326960774,0.009964826853571385,0.004398724596237187,0.09069730004399972,0.007939625034165287,0.08980728919529608,0.007890041916931139,0.010957064251496064,0.004836526378460211,0.0003646561791327593,0.0002653160801020584,0.003582760356226236,0.0025522232374197477,0.0063234636326007275,0.004805861914459903,0.00629242247494537,0.00476437072641921,0.003942386892338522,0.0028020379153677498,0.0036041793663410216,0.0025618885749293906,0.07330193731828356,0.031342159488227314,380.64897693984346,34.86345860863168,2.0,0.0,0.0033825111389160158,0.00010362352821919269
HBBM,spectral,0.001,0.01,1000,1000,0.0010384677065171776,0.00046851330870602043,0.010323355412122686,0.004711527564592013,0.09167567000046331,0.009136824312673146,0.0907457152145634,0.009089735396982001,0.011361823118639864,0.00516519985666387,0.0003666767492777632,0.00029416431873775393,0.0036332836381621656,0.0030170019421807584,0.00757220090911889,0.005170200713311185,0.00753170862870729,0.005141798489290482,0.003993984934302763,0.0032951919326535905,0.003656015799548343,0.0030261499752642163,0.08146840581675135,0.03128380866212405,440.8030154627497,44.63027126549976,2.0,0.0,0.04462569236755371,0.000663713704414733
HBBM,spectral,0.001,0.1,1,1,4.9999999999999894e-05,6.776263578034403e-21,9.00004999999999,1.7763568394002505e-15,5.555493827846352e-06,0.0,5.555716045377296e-07,1.0587911840678754e-22,9.000099999999989,1.7763568394002505e-15,0.0009500000000000003,2.168404344971009e-19,8.900049999999991,0.0,0.009895434605182054,1.734723475976807e-18,0.009001162038848603,1.734723475976807e-18,8.89909999999999,0.0,8.900050050701951,3.552713678800501e-15,0.09538910663631371,5.551115123125783e-17,5.5555092597359135e-06,0.0,9.0,0.0,0.0003289937973022461,1.583890903748501e-05
HBBM,spectral,0.001,0.1,1,10,4.9999999999999975e-05,0.0,40.00004999999999,7.105427357601002e-15,1.2499968750078125e-06,0.0,3.048917868130965e-08,0.0,40.00009999999999,7.105427357601002e-15,0.0009500000000000001,1.0842021724855044e-19,39.90004999999998,0.0,0.009899740102134891,1.734723475976807e-18,0.009001687121274459,1.734723475976807e-18,39.89909999999998,0.0,39.900050011309474,1.4210854715202004e-14,0.09539230564025734,2.7755575615628914e-17,1.1283095794567544e-05,0.0,4.0,0.0,0.00021596670150756837,1.1591707074426785e-05
HBBM,spectral,0.001,0.1,1,100,4.790050216641969,33.99214592492511,196.21004999999994,26.5715242317781,0.019300241066545886,0.13519058039981435,0.018651156359481575,0.13090600271759403,201.000100216642,9.949874349295898,4.790912216641968,33.991883541389,196.1120489999999,26.55676652049555,0.02880470156184039,0.1324202707878318,0.027292802827586185,0.12839235230139098,200.8991002166419,9.949874349295893,200.6998477173776,7.947938335367772,0.12057372712072524,0.17640753414577412,0.02014416747993948,0.2002298042982456,2.01,0.09949874371066199,0.00018027544021606445,1.8266089150734017e-05
HBBM,spectral,0.001,0.1,1,1000,22.11005000104865,199.68043946301827,1997.89005,236.8473725841081,0.010700024310165457,0.09957172792344643,0.010029244783316045,0.09929615002701526,2020.0001000010495,139.99999999984772,22.110893001048648,199.6802353934639,1997.7900500000003,236.8473725841081,0.020184925972550727,0.09750762134732899,0.018752467463181974,0.09751474855795299,2019.8991000010487,139.9999999998477,2017.8299867849234,126.43177688638373,0.10838682652726536,0.13007663416564064,0.055201214938768256,0.35259093961660937,2.02,0.13999999999999999,0.00020704507827758788,1.0681955645786507e-05
